State,Value,Category,Year,Dataset,State_Total,Crime_Share,Dataset_Total,Contribution_%,Prev_Value,Growth_Rate,Crime_Rank_State,State_Rank,Intensity,Log_Value,Frequency,Metric
Telangana,136,Offences related to Mischief,2021,IPC,224213,0.000606566,4230873,0.003214467,13,946.1538462,84,1581,Low,4.919980926,Rare,I
Tripura,8,Offences related to Mischief,2021,IPC,6500,0.001230769,4230873,0.000189086,0,inf,65.5,3591,Low,2.197224577,Rare,I
Uttar Pradesh,104,Offences related to Mischief,2021,IPC,537212,0.000193592,4230873,0.002458122,165,-36.96969697,110.5,1712.5,Low,4.65396035,Rare,I
Uttarakhand,1,Offences related to Mischief,2021,IPC,23817,4.20E-05,4230873,2.36E-05,1,0,144,5116,Low,0.693147181,Rare,I
West Bengal,19,Offences related to Mischief,2021,IPC,234967,8.09E-05,4230873,0.00044908,19,0,114.5,2907,Low,2.995732274,Rare,I
A&N Islands,3,Offences related to Mischief,2021,IPC,794,0.003778338,4230873,7.09E-05,0,inf,47.5,4307.5,Low,1.386294361,Rare,I
Chandigarh,1,Offences related to Mischief,2021,IPC,3338,0.000299581,4230873,2.36E-05,0,inf,99,5116,Low,0.693147181,Rare,I
D&N Haveli and Daman & Diu,0,Offences related to Mischief,2021,IPC,841,0,4230873,0,0,0,164.5,7352.5,Low,0,Rare,I
Delhi,19,Offences related to Mischief,2021,IPC,328033,5.79E-05,4230873,0.00044908,4,375,99.5,2907,Low,2.995732274,Rare,I
Jammu & Kashmir,18,Offences related to Mischief,2021,IPC,36940,0.000487277,4230873,0.000425444,0,inf,73,2950,Low,2.944438979,Rare,I
Ladakh,0,Offences related to Mischief,2021,IPC,613,0,4230873,0,0,0,151.5,7352.5,Low,0,Rare,I
Lakshadweep,0,Offences related to Mischief,2021,IPC,171,0,4230873,0,0,0,150,7352.5,Low,0,Rare,I
Puducherry,3,Offences related to Mischief,2021,IPC,4889,0.000613622,4230873,7.09E-05,3,0,53.5,4307.5,Low,1.386294361,Rare,I
Andhra Pradesh,526,Arson,2021,IPC,224927,0.002338537,4230873,0.012432422,155,239.3548387,46.5,947,Low,6.267200549,Rare,I
Arunachal Pradesh,12,Arson,2021,IPC,3603,0.003330558,4230873,0.000283629,2,500,46,3281.5,Low,2.564949357,Rare,I
Assam,513,Arson,2021,IPC,188338,0.002723826,4230873,0.012125157,50,926,60,959,Low,6.242223265,Rare,I
Bihar,183,Arson,2021,IPC,305961,0.000598115,4230873,0.004325348,4,4475,67,1435.5,Low,5.214935758,Rare,I
Chhattisgarh,315,Arson,2021,IPC,113598,0.002772936,4230873,0.007445272,11,2763.636364,44,1159.5,Low,5.755742214,Rare,I
Goa,9,Arson,2021,IPC,2936,0.003065395,4230873,0.000212722,13,-30.76923077,56,3494,Low,2.302585093,Rare,I
Gujarat,210,Arson,2021,IPC,296968,0.000707147,4230873,0.004963515,807,-73.97769517,56,1362,Low,5.351858133,Rare,I
Haryana,291,Arson,2021,IPC,144925,0.002007935,4230873,0.006878013,105,177.1428571,63,1204.5,Low,5.676753802,Rare,I
Himachal Pradesh,53,Arson,2021,IPC,19452,0.002724656,4230873,0.001252697,29,82.75862069,57,2118.5,Low,3.988984047,Rare,I
Jharkhand,138,Arson,2021,IPC,69828,0.001976285,4230873,0.003261738,0,inf,60,1573.5,Low,4.934473933,Rare,I
Karnataka,230,Arson,2021,IPC,177849,0.001293232,4230873,0.00543623,326,-29.44785276,64,1307,Low,5.442417711,Rare,I
Kerala,256,Arson,2021,IPC,174311,0.001468639,4230873,0.006050761,68,276.4705882,52,1263.5,Low,5.549076085,Rare,I
Madhya Pradesh,754,Arson,2021,IPC,462368,0.001630736,4230873,0.017821381,505,49.30693069,53,783,Low,6.626717749,Rare,I
Maharashtra,1152,Arson,2021,IPC,505541,0.002278747,4230873,0.027228423,608,89.47368421,52,613,Low,7.05012252,Rare,I
Manipur,27,Arson,2021,IPC,3307,0.0081645,4230873,0.000638166,7,285.7142857,25.5,2639.5,Low,3.33220451,Rare,I
Meghalaya,27,Arson,2021,IPC,4249,0.006354436,4230873,0.000638166,20,35,37.5,2639.5,Low,3.33220451,Rare,I
Mizoram,31,Arson,2021,IPC,2823,0.010981226,4230873,0.000732709,39,-20.51282051,16.5,2530.5,Low,3.465735903,Rare,I
Nagaland,6,Arson,2021,IPC,1216,0.004934211,4230873,0.000141815,3,100,36,3814.5,Low,1.945910149,Rare,I
Odisha,653,Arson,2021,IPC,193012,0.003383209,4230873,0.015434167,11,5836.363636,41,842,Low,6.483107351,Rare,I
Punjab,76,Arson,2021,IPC,62358,0.001218769,4230873,0.00179632,9,744.4444444,60.5,1872,Low,4.343805422,Rare,I
Rajasthan,412,Arson,2021,IPC,298122,0.001381985,4230873,0.009737943,38,984.2105263,64,1069.5,Low,6.023447593,Rare,I
Sikkim,11,Arson,2021,IPC,960,0.011458333,4230873,0.000259994,1,1000,28.5,3346,Low,2.48490665,Rare,I
Tamil Nadu,461,Arson,2021,IPC,376836,0.001223344,4230873,0.010896096,336,37.20238095,42,1011,Low,6.135564891,Rare,I
Telangana,562,Arson,2021,IPC,224213,0.002506545,4230873,0.013283311,136,313.2352941,58,915,Low,6.333279628,Rare,I
Tripura,81,Arson,2021,IPC,6500,0.012461538,4230873,0.001914498,8,912.5,19,1835.5,Low,4.406719247,Rare,I
Uttar Pradesh,317,Arson,2021,IPC,537212,0.000590084,4230873,0.007492544,104,204.8076923,80,1157,Low,5.762051383,Rare,I
Uttarakhand,12,Arson,2021,IPC,23817,0.000503842,4230873,0.000283629,1,1100,91.5,3281.5,Low,2.564949357,Rare,I
West Bengal,396,Arson,2021,IPC,234967,0.001685343,4230873,0.00935977,19,1984.210526,60,1085,Low,5.983936281,Rare,I
A&N Islands,3,Arson,2021,IPC,794,0.003778338,4230873,7.09E-05,3,0,47.5,4307.5,Low,1.386294361,Rare,I
Chandigarh,3,Arson,2021,IPC,3338,0.000898742,4230873,7.09E-05,1,200,72,4307.5,Low,1.386294361,Rare,I
D&N Haveli and Daman & Diu,3,Arson,2021,IPC,841,0.003567182,4230873,7.09E-05,0,inf,46,4307.5,Low,1.386294361,Rare,I
Delhi,88,Arson,2021,IPC,328033,0.000268266,4230873,0.002079949,19,363.1578947,67.5,1791.5,Low,4.48863637,Rare,I
Jammu & Kashmir,131,Arson,2021,IPC,36940,0.003546291,4230873,0.003096288,18,627.7777778,41,1598.5,Low,4.882801923,Rare,I
Ladakh,0,Arson,2021,IPC,613,0,4230873,0,0,0,151.5,7352.5,Low,0,Rare,I
Lakshadweep,3,Arson,2021,IPC,171,0.01754386,4230873,7.09E-05,0,inf,9.5,4307.5,Low,1.386294361,Rare,I
Puducherry,16,Arson,2021,IPC,4889,0.003272653,4230873,0.000378173,3,433.3333333,31,3053.5,Low,2.833213344,Rare,I
Andhra Pradesh,3898,Criminal Trespass,2021,IPC,224927,0.017330067,4230873,0.092132286,526,641.0646388,14,265,Low,8.268475389,Rare,I
Arunachal Pradesh,44,Criminal Trespass,2021,IPC,3603,0.012212046,4230873,0.001039974,12,266.6666667,24,2261,Low,3.80666249,Rare,I
Assam,2103,Criminal Trespass,2021,IPC,188338,0.011166095,4230873,0.049706054,513,309.9415205,20,411.5,Low,7.651595574,Rare,I
Bihar,47,Criminal Trespass,2021,IPC,305961,0.000153614,4230873,0.001110882,183,-74.31693989,98.5,2205,Low,3.871201011,Rare,I
Chhattisgarh,287,Criminal Trespass,2021,IPC,113598,0.002526453,4230873,0.00678347,315,-8.888888889,46,1215,Low,5.66296048,Rare,I
Goa,36,Criminal Trespass,2021,IPC,2936,0.01226158,4230873,0.000850888,9,300,18.5,2392.5,Low,3.610917913,Rare,I
Gujarat,400,Criminal Trespass,2021,IPC,296968,0.001346946,4230873,0.009454314,210,90.47619048,44,1081,Low,5.993961427,Rare,I
Haryana,2037,Criminal Trespass,2021,IPC,144925,0.014055546,4230873,0.048146092,291,600,15,429.5,Low,7.619724214,Rare,I
Himachal Pradesh,882,Criminal Trespass,2021,IPC,19452,0.045342381,4230873,0.020846761,53,1564.150943,5,712,Low,6.783325201,Rare,I
Jharkhand,41,Criminal Trespass,2021,IPC,69828,0.000587157,4230873,0.000969067,138,-70.28985507,89.5,2304.5,Low,3.737669618,Rare,I
Karnataka,1640,Criminal Trespass,2021,IPC,177849,0.009221306,4230873,0.038762686,230,613.0434783,31,495,Low,7.403061091,Rare,I
Kerala,1465,Criminal Trespass,2021,IPC,174311,0.008404518,4230873,0.034626423,256,472.265625,20,527,Low,7.290292882,Rare,I
Madhya Pradesh,2944,Criminal Trespass,2021,IPC,462368,0.006367223,4230873,0.069583748,754,290.4509284,30,321,Low,7.987864096,Rare,I
Maharashtra,3373,Criminal Trespass,2021,IPC,505541,0.00667206,4230873,0.079723499,1152,192.7951389,33,298,Low,8.123854263,Rare,I
Manipur,15,Criminal Trespass,2021,IPC,3307,0.004535833,4230873,0.000354537,27,-44.44444444,45,3106.5,Low,2.772588722,Rare,I
Meghalaya,36,Criminal Trespass,2021,IPC,4249,0.008472582,4230873,0.000850888,27,33.33333333,30,2392.5,Low,3.610917913,Rare,I
Mizoram,47,Criminal Trespass,2021,IPC,2823,0.016648955,4230873,0.001110882,31,51.61290323,9,2205,Low,3.871201011,Rare,I
Nagaland,5,Criminal Trespass,2021,IPC,1216,0.004111842,4230873,0.000118179,6,-16.66666667,39,3959.5,Low,1.791759469,Rare,I
Odisha,67,Criminal Trespass,2021,IPC,193012,0.000347129,4230873,0.001583598,653,-89.73966309,75,1964,Low,4.219507705,Rare,I
Punjab,1116,Criminal Trespass,2021,IPC,62358,0.017896661,4230873,0.026377535,76,1368.421053,19,625.5,Low,7.018401799,Rare,I
Rajasthan,4840,Criminal Trespass,2021,IPC,298122,0.016234964,4230873,0.114397194,412,1074.757282,15,214,Low,8.48487659,Rare,I
Sikkim,7,Criminal Trespass,2021,IPC,960,0.007291667,4230873,0.00016545,11,-36.36363636,33.5,3703,Low,2.079441542,Rare,I
Tamil Nadu,798,Criminal Trespass,2021,IPC,376836,0.002117632,4230873,0.018861356,461,73.10195228,33,752,Low,6.683360946,Rare,I
Telangana,7886,Criminal Trespass,2021,IPC,224213,0.035171912,4230873,0.186391792,562,1303.202847,10,126,Low,8.972971113,Rare,I
Tripura,40,Criminal Trespass,2021,IPC,6500,0.006153846,4230873,0.000945431,81,-50.61728395,29,2322,Low,3.713572067,Rare,I
Uttar Pradesh,7038,Criminal Trespass,2021,IPC,537212,0.013100973,4230873,0.166348647,317,2120.189274,18,141,Low,8.859221394,Rare,I
Uttarakhand,100,Criminal Trespass,2021,IPC,23817,0.004198682,4230873,0.002363578,12,733.3333333,44,1736.5,Low,4.615120517,Rare,I
West Bengal,904,Criminal Trespass,2021,IPC,234967,0.003847349,4230873,0.021366749,396,128.2828283,38,709,Low,6.807934944,Rare,I
A&N Islands,0,Criminal Trespass,2021,IPC,794,0,4230873,0,3,-100,174,7352.5,Low,0,Rare,I
Chandigarh,10,Criminal Trespass,2021,IPC,3338,0.002995806,4230873,0.000236358,3,233.3333333,46.5,3417,Low,2.397895273,Rare,I
D&N Haveli and Daman & Diu,5,Criminal Trespass,2021,IPC,841,0.005945303,4230873,0.000118179,3,66.66666667,33.5,3959.5,Low,1.791759469,Rare,I
Delhi,210,Criminal Trespass,2021,IPC,328033,0.000640179,4230873,0.004963515,88,138.6363636,54,1362,Low,5.351858133,Rare,I
Jammu & Kashmir,1663,Criminal Trespass,2021,IPC,36940,0.04501895,4230873,0.039306309,131,1169.465649,7,491,Low,7.416979621,Rare,I
Ladakh,2,Criminal Trespass,2021,IPC,613,0.003262643,4230873,4.73E-05,0,inf,28.5,4595.5,Low,1.098612289,Rare,I
Lakshadweep,2,Criminal Trespass,2021,IPC,171,0.011695906,4230873,4.73E-05,3,-33.33333333,15.5,4595.5,Low,1.098612289,Rare,I
Puducherry,16,Criminal Trespass,2021,IPC,4889,0.003272653,4230873,0.000378173,16,0,31,3053.5,Low,2.833213344,Rare,I
Andhra Pradesh,7092,Cruelty by Husband or his Relatives,2021,IPC,224927,0.03153023,4230873,0.16762498,3898,81.93945613,6.5,138.5,Low,8.866863661,Rare,I
Arunachal Pradesh,112,Cruelty by Husband or his Relatives,2021,IPC,3603,0.031085207,4230873,0.002647208,44,154.5454545,7.5,1675.5,Low,4.727387819,Rare,I
Assam,12950,Cruelty by Husband or his Relatives,2021,IPC,188338,0.068759358,4230873,0.306083402,2103,515.786971,3.5,77.5,Low,9.468928284,Rare,I
Bihar,2069,Cruelty by Husband or his Relatives,2021,IPC,305961,0.0067623,4230873,0.048902437,47,4302.12766,19.5,420.5,Low,7.635303886,Rare,I
Chhattisgarh,963,Cruelty by Husband or his Relatives,2021,IPC,113598,0.008477262,4230873,0.02276126,287,235.5400697,27.5,690,Low,6.871091295,Rare,I
Goa,1,Cruelty by Husband or his Relatives,2021,IPC,2936,0.000340599,4230873,2.36E-05,36,-97.22222222,101,5116,Low,0.693147181,Rare,I
Gujarat,2271,Cruelty by Husband or his Relatives,2021,IPC,296968,0.007647289,4230873,0.053676865,400,467.75,13.5,391.5,Low,7.72841578,Rare,I
Haryana,5755,Cruelty by Husband or his Relatives,2021,IPC,144925,0.039710195,4230873,0.136023936,2037,182.5233186,6.5,171.5,Low,8.657998068,Rare,I
Himachal Pradesh,221,Cruelty by Husband or his Relatives,2021,IPC,19452,0.0113613,4230873,0.005223508,882,-74.94331066,18.5,1338.5,Low,5.402677382,Rare,I
Jharkhand,931,Cruelty by Husband or his Relatives,2021,IPC,69828,0.01333276,4230873,0.022004915,41,2170.731707,17.5,700.5,Low,6.837332815,Rare,I
Karnataka,2336,Cruelty by Husband or his Relatives,2021,IPC,177849,0.013134738,4230873,0.055213191,1640,42.43902439,20.5,383.5,Low,7.756623335,Rare,I
Kerala,4997,Cruelty by Husband or his Relatives,2021,IPC,174311,0.028667152,4230873,0.118108012,1465,241.0921502,6.5,197.5,Low,8.516793111,Rare,I
Madhya Pradesh,7929,Cruelty by Husband or his Relatives,2021,IPC,462368,0.017148678,4230873,0.187408131,2944,169.3274457,13.5,124.5,Low,8.978408315,Rare,I
Maharashtra,10095,Cruelty by Husband or his Relatives,2021,IPC,505541,0.019968707,4230873,0.238603239,3373,199.2884672,10.5,94.5,Low,9.219894585,Rare,I
Manipur,18,Cruelty by Husband or his Relatives,2021,IPC,3307,0.005443,4230873,0.000425444,15,20,35,2950,Low,2.944438979,Rare,I
Meghalaya,21,Cruelty by Husband or his Relatives,2021,IPC,4249,0.004942339,4230873,0.000496351,36,-41.66666667,44.5,2827,Low,3.091042453,Rare,I
Mizoram,11,Cruelty by Husband or his Relatives,2021,IPC,2823,0.003896564,4230873,0.000259994,47,-76.59574468,37,3346,Low,2.48490665,Rare,I
Nagaland,2,Cruelty by Husband or his Relatives,2021,IPC,1216,0.001644737,4230873,4.73E-05,5,-60,51.5,4595.5,Low,1.098612289,Rare,I
Odisha,4889,Cruelty by Husband or his Relatives,2021,IPC,193012,0.025330031,4230873,0.115555348,67,7197.014925,14.5,210.5,Low,8.494947582,Rare,I
Punjab,1714,Cruelty by Husband or his Relatives,2021,IPC,62358,0.027486449,4230873,0.040511734,1116,53.58422939,9.5,483.5,Low,7.44716836,Rare,I
Rajasthan,16949,Cruelty by Husband or his Relatives,2021,IPC,298122,0.056852564,4230873,0.400602902,4840,250.1859504,5.5,62.5,Low,9.738023113,Rare,I
Sikkim,3,Cruelty by Husband or his Relatives,2021,IPC,960,0.003125,4230873,7.09E-05,7,-57.14285714,44,4307.5,Low,1.386294361,Rare,I
Tamil Nadu,875,Cruelty by Husband or his Relatives,2021,IPC,376836,0.002321965,4230873,0.020681311,798,9.649122807,29.5,715.5,Low,6.775366091,Rare,I
Telangana,9468,Cruelty by Husband or his Relatives,2021,IPC,224213,0.042227703,4230873,0.223783602,7886,20.06086736,7.5,104.5,Low,9.155778584,Rare,I
Tripura,355,Cruelty by Husband or his Relatives,2021,IPC,6500,0.054615385,4230873,0.008390703,40,787.5,3.5,1118,Low,5.874930731,Rare,I
Uttar Pradesh,18375,Cruelty by Husband or his Relatives,2021,IPC,537212,0.034204374,4230873,0.434307529,7038,161.0826939,6.5,51.5,Low,9.818800744,Rare,I
Uttarakhand,519,Cruelty by Husband or his Relatives,2021,IPC,23817,0.021791158,4230873,0.012266972,100,419,18.5,955,Low,6.253828812,Rare,I
West Bengal,19952,Cruelty by Husband or his Relatives,2021,IPC,234967,0.084914052,4230873,0.471581161,904,2107.079646,3.5,46.5,Low,9.901134787,Rare,I
A&N Islands,4,Cruelty by Husband or his Relatives,2021,IPC,794,0.005037783,4230873,9.45E-05,0,inf,41,4125.5,Low,1.609437912,Rare,I
Chandigarh,95,Cruelty by Husband or his Relatives,2021,IPC,3338,0.028460156,4230873,0.002245399,10,850,12.5,1752.5,Low,4.564348191,Rare,I
D&N Haveli and Daman & Diu,6,Cruelty by Husband or his Relatives,2021,IPC,841,0.007134364,4230873,0.000141815,5,20,27,3814.5,Low,1.945910149,Rare,I
Delhi,4731,Cruelty by Husband or his Relatives,2021,IPC,328033,0.014422329,4230873,0.111820894,210,2152.857143,8.5,216.5,Low,8.462103225,Rare,I
Jammu & Kashmir,501,Cruelty by Husband or his Relatives,2021,IPC,36940,0.013562534,4230873,0.011841528,1663,-69.87372219,16.5,972.5,Low,6.21860012,Rare,I
Ladakh,9,Cruelty by Husband or his Relatives,2021,IPC,613,0.014681892,4230873,0.000212722,2,350,11.5,3494,Low,2.302585093,Rare,I
Lakshadweep,3,Cruelty by Husband or his Relatives,2021,IPC,171,0.01754386,4230873,7.09E-05,2,50,9.5,4307.5,Low,1.386294361,Rare,I
Puducherry,12,Cruelty by Husband or his Relatives,2021,IPC,4889,0.00245449,4230873,0.000283629,16,-25,38.5,3281.5,Low,2.564949357,Rare,I
Andhra Pradesh,45,Circulate False/Fake News/Rumours,2021,IPC,224927,0.000200065,4230873,0.00106361,7092,-99.36548223,110,2245,Low,3.828641396,Rare,I
Arunachal Pradesh,0,Circulate False/Fake News/Rumours,2021,IPC,3603,0,4230873,0,112,-100,186,7352.5,Low,0,Rare,I
Assam,21,Circulate False/Fake News/Rumours,2021,IPC,188338,0.000111502,4230873,0.000496351,12950,-99.83783784,131,2827,Low,3.091042453,Rare,I
Bihar,63,Circulate False/Fake News/Rumours,2021,IPC,305961,0.000205909,4230873,0.001489054,2069,-96.95505075,87.5,2011.5,Low,4.158883083,Rare,I
Chhattisgarh,6,Circulate False/Fake News/Rumours,2021,IPC,113598,5.28E-05,4230873,0.000141815,963,-99.37694704,128.5,3814.5,Low,1.945910149,Rare,I
Goa,0,Circulate False/Fake News/Rumours,2021,IPC,2936,0,4230873,0,1,-100,185,7352.5,Low,0,Rare,I
Gujarat,11,Circulate False/Fake News/Rumours,2021,IPC,296968,3.70E-05,4230873,0.000259994,2271,-99.51563188,133,3346,Low,2.48490665,Rare,I
Haryana,5,Circulate False/Fake News/Rumours,2021,IPC,144925,3.45E-05,4230873,0.000118179,5755,-99.91311903,162,3959.5,Low,1.791759469,Rare,I
Himachal Pradesh,4,Circulate False/Fake News/Rumours,2021,IPC,19452,0.000205634,4230873,9.45E-05,221,-98.19004525,108.5,4125.5,Low,1.609437912,Rare,I
Jharkhand,0,Circulate False/Fake News/Rumours,2021,IPC,69828,0,4230873,0,931,-100,220.5,7352.5,Low,0,Rare,I
Karnataka,14,Circulate False/Fake News/Rumours,2021,IPC,177849,7.87E-05,4230873,0.000330901,2336,-99.40068493,134.5,3165.5,Low,2.708050201,Rare,I
Kerala,5,Circulate False/Fake News/Rumours,2021,IPC,174311,2.87E-05,4230873,0.000118179,4997,-99.89993996,164.5,3959.5,Low,1.791759469,Rare,I
Madhya Pradesh,129,Circulate False/Fake News/Rumours,2021,IPC,462368,0.000278999,4230873,0.003049016,7929,-98.37306092,81,1607,Low,4.86753445,Rare,I
Maharashtra,66,Circulate False/Fake News/Rumours,2021,IPC,505541,0.000130553,4230873,0.001559962,10095,-99.346211,118,1975,Low,4.204692619,Rare,I
Manipur,13,Circulate False/Fake News/Rumours,2021,IPC,3307,0.003931055,4230873,0.000307265,18,-27.77777778,48.5,3225.5,Low,2.63905733,Rare,I
Meghalaya,3,Circulate False/Fake News/Rumours,2021,IPC,4249,0.000706048,4230873,7.09E-05,21,-85.71428571,98,4307.5,Low,1.386294361,Rare,I
Mizoram,0,Circulate False/Fake News/Rumours,2021,IPC,2823,0,4230873,0,11,-100,174,7352.5,Low,0,Rare,I
Nagaland,1,Circulate False/Fake News/Rumours,2021,IPC,1216,0.000822368,4230873,2.36E-05,2,-50,69,5116,Low,0.693147181,Rare,I
Odisha,0,Circulate False/Fake News/Rumours,2021,IPC,193012,0,4230873,0,4889,-100,210,7352.5,Low,0,Rare,I
Punjab,1,Circulate False/Fake News/Rumours,2021,IPC,62358,1.60E-05,4230873,2.36E-05,1714,-99.94165694,168.5,5116,Low,0.693147181,Rare,I
Rajasthan,1,Circulate False/Fake News/Rumours,2021,IPC,298122,3.35E-06,4230873,2.36E-05,16949,-99.99409995,186,5116,Low,0.693147181,Rare,I
Sikkim,4,Circulate False/Fake News/Rumours,2021,IPC,960,0.004166667,4230873,9.45E-05,3,33.33333333,42,4125.5,Low,1.609437912,Rare,I
Tamil Nadu,137,Circulate False/Fake News/Rumours,2021,IPC,376836,0.000363553,4230873,0.003238102,875,-84.34285714,70,1576,Low,4.927253685,Rare,I
Telangana,218,Circulate False/Fake News/Rumours,2021,IPC,224213,0.00097229,4230873,0.005152601,9468,-97.69750739,77,1345,Low,5.38907173,Rare,I
Tripura,6,Circulate False/Fake News/Rumours,2021,IPC,6500,0.000923077,4230873,0.000141815,355,-98.30985915,70.5,3814.5,Low,1.945910149,Rare,I
Uttar Pradesh,82,Circulate False/Fake News/Rumours,2021,IPC,537212,0.00015264,4230873,0.001938134,18375,-99.5537415,117,1827,Low,4.418840608,Rare,I
Uttarakhand,5,Circulate False/Fake News/Rumours,2021,IPC,23817,0.000209934,4230873,0.000118179,519,-99.03660886,111.5,3959.5,Low,1.791759469,Rare,I
West Bengal,34,Circulate False/Fake News/Rumours,2021,IPC,234967,0.000144701,4230873,0.000803617,19952,-99.82959102,94.5,2444,Low,3.555348061,Rare,I
A&N Islands,0,Circulate False/Fake News/Rumours,2021,IPC,794,0,4230873,0,4,-100,174,7352.5,Low,0,Rare,I
Chandigarh,0,Circulate False/Fake News/Rumours,2021,IPC,3338,0,4230873,0,95,-100,185.5,7352.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,1,Circulate False/Fake News/Rumours,2021,IPC,841,0.001189061,4230873,2.36E-05,6,-83.33333333,63.5,5116,Low,0.693147181,Rare,I
Delhi,3,Circulate False/Fake News/Rumours,2021,IPC,328033,9.15E-06,4230873,7.09E-05,4731,-99.93658846,135.5,4307.5,Low,1.386294361,Rare,I
Jammu & Kashmir,1,Circulate False/Fake News/Rumours,2021,IPC,36940,2.71E-05,4230873,2.36E-05,501,-99.8003992,140.5,5116,Low,0.693147181,Rare,I
Ladakh,1,Circulate False/Fake News/Rumours,2021,IPC,613,0.001631321,4230873,2.36E-05,9,-88.88888889,38,5116,Low,0.693147181,Rare,I
Lakshadweep,2,Circulate False/Fake News/Rumours,2021,IPC,171,0.011695906,4230873,4.73E-05,3,-33.33333333,15.5,4595.5,Low,1.098612289,Rare,I
Puducherry,0,Circulate False/Fake News/Rumours,2021,IPC,4889,0,4230873,0,12,-100,163.5,7352.5,Low,0,Rare,I
Andhra Pradesh,2591,Criminal Intimidation,2021,IPC,224927,0.011519293,4230873,0.061240316,45,5657.777778,17,350,Low,7.860185057,Rare,I
Arunachal Pradesh,3,Criminal Intimidation,2021,IPC,3603,0.000832639,4230873,7.09E-05,0,inf,66.5,4307.5,Low,1.386294361,Rare,I
Assam,1538,Criminal Intimidation,2021,IPC,188338,0.008166169,4230873,0.036351836,21,7223.809524,26,514,Low,7.338888134,Rare,I
Bihar,319,Criminal Intimidation,2021,IPC,305961,0.001042617,4230873,0.007539815,63,406.3492063,57,1151.5,Low,5.768320996,Rare,I
Chhattisgarh,1989,Criminal Intimidation,2021,IPC,113598,0.017509111,4230873,0.047011574,6,33050,11,434,Low,7.595889918,Rare,I
Goa,42,Criminal Intimidation,2021,IPC,2936,0.014305177,4230873,0.000992703,0,inf,17,2291,Low,3.761200116,Rare,I
Gujarat,17849,Criminal Intimidation,2021,IPC,296968,0.060104119,4230873,0.421875107,11,162163.6364,5,57,Low,9.789758787,Rare,I
Haryana,3997,Criminal Intimidation,2021,IPC,144925,0.027579783,4230873,0.094472228,5,79840,10,259,Low,8.293549515,Rare,I
Himachal Pradesh,242,Criminal Intimidation,2021,IPC,19452,0.01244088,4230873,0.00571986,4,5950,14,1283.5,Low,5.493061443,Rare,I
Jharkhand,118,Criminal Intimidation,2021,IPC,69828,0.001689867,4230873,0.002789023,0,inf,66,1651,Low,4.779123493,Rare,I
Karnataka,2072,Criminal Intimidation,2021,IPC,177849,0.011650333,4230873,0.048973344,14,14700,28,419,Low,7.636752112,Rare,I
Kerala,1087,Criminal Intimidation,2021,IPC,174311,0.006235981,4230873,0.025692097,5,21640,22,640,Low,6.992096427,Rare,I
